単語,歯牙出現事例数,歯牙事例出現率（％）,非歯牙出現事例数,非歯牙事例出現率（％）,出現率差（pt）,オッズ比,OR_95%CI下限,OR_95%CI上限,p値,p値下限丸め,0.5補正,BH補正p値,BH有意（5%）
気分,9,0.5685,30,0.4919,0.0767,1.1567344345616264,0.5480581102820311,2.4414100019650324,0.692153112683654,False,False,0.8993250969304627,False
うまい,8,0.5054,27,0.4427,0.0627,1.1422927689594355,0.5179472835940592,2.5192385622002336,0.6793601990363913,False,False,0.8993250969304627,False
しっぽ,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
すくう,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
とり,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
のける,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
まね,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
やすい,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
コントロール,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
ムカデ,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
ルーム,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
三塁手,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
上前,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
不意,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
前衛,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
合わせる,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
土手,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
引っぱる,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
手の甲,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
着替える,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
腹筋,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
貼る,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
起こる,2,0.1263,6,0.0984,0.028,1.284629981024668,0.2590281726431758,6.3710220062462986,0.6721505251125282,False,False,0.8993250969304627,False
かくれんぼ,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
かばう,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
させる,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
つかみ合う,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
中学校,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
交換,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
含む,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
壁際,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
寝る,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
寮,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
工業,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
打ち,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
擦る,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
新人,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
暴行,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
格技,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
消失,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
空手,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
筋力,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
絞める,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
自動,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
行動,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
行為,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
試みる,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
講堂,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
踏み出す,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
軸,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
過ごす,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
違う,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
降ろす,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
隣接,1,0.0632,8,0.1312,-0.068,0.48127370417193427,0.0601479043117156,3.850913526878422,0.6958612963612313,False,False,0.8993250969304627,False
カーテン,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
グレーチング,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
マッチ,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
マンション,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
ローラー,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
下げる,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
付ける,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
判明,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
取り合う,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
壊死,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
天井,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
奥,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
床の間,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
強化,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
息,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
手洗い,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
手袋,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
投げつける,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
掛かる,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
揺れる,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
曲げる,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
決める,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
玩具,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
登,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
登り,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
突っ込み,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
苦しい,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
虫,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
覚える,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
試験,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
電動,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
飛び散る,1,0.0632,9,0.1476,-0.0844,0.4277286135693215,0.054148339078881086,3.378714287051674,0.6981602726170697,False,False,0.8993250969304627,False
みる,6,0.379,30,0.4919,-0.1129,0.7696892834495879,0.31980113970458374,1.8524686735150144,0.6820659892090681,False,False,0.8993250969304627,False
公園,6,0.379,30,0.4919,-0.1129,0.7696892834495879,0.31980113970458374,1.8524686735150144,0.6820659892090681,False,False,0.8993250969304627,False
同級生,6,0.379,30,0.4919,-0.1129,0.7696892834495879,0.31980113970458374,1.8524686735150144,0.6820659892090681,False,False,0.8993250969304627,False
球技,6,0.379,30,0.4919,-0.1129,0.7696892834495879,0.31980113970458374,1.8524686735150144,0.6820659892090681,False,False,0.8993250969304627,False
しゃがむ,7,0.4422,34,0.5575,-0.1153,0.7923074051955807,0.3505700224593006,1.7906580258174611,0.7002972515769422,False,False,0.9011521328655573,False
位置,7,0.4422,34,0.5575,-0.1153,0.7923074051955807,0.3505700224593006,1.7906580258174611,0.7002972515769422,False,False,0.9011521328655573,False
順番,10,0.6317,33,0.5411,0.0906,1.1685834826330694,0.574710384553509,2.376131339515911,0.7048294654604599,False,False,0.9025081092346696,False
飛ばす,10,0.6317,33,0.5411,0.0906,1.1685834826330694,0.574710384553509,2.376131339515911,0.7048294654604599,False,False,0.9025081092346696,False
うつぶせる,3,0.1895,8,0.1312,0.0583,1.4456487341772153,0.38307617115926257,5.455573642974823,0.7071086262544362,False,False,0.9025081092346696,False
バレー,3,0.1895,8,0.1312,0.0583,1.4456487341772153,0.38307617115926257,5.455573642974823,0.7071086262544362,False,False,0.9025081092346696,False
ボクシング,3,0.1895,8,0.1312,0.0583,1.4456487341772153,0.38307617115926257,5.455573642974823,0.7071086262544362,False,False,0.9025081092346696,False
ボード,3,0.1895,8,0.1312,0.0583,1.4456487341772153,0.38307617115926257,5.455573642974823,0.7071086262544362,False,False,0.9025081092346696,False
乗り出す,3,0.1895,8,0.1312,0.0583,1.4456487341772153,0.38307617115926257,5.455573642974823,0.7071086262544362,False,False,0.9025081092346696,False
利用,3,0.1895,8,0.1312,0.0583,1.4456487341772153,0.38307617115926257,5.455573642974823,0.7071086262544362,False,False,0.9025081092346696,False
宙,3,0.1895,8,0.1312,0.0583,1.4456487341772153,0.38307617115926257,5.455573642974823,0.7071086262544362,False,False,0.9025081092346696,False
引っかける,3,0.1895,8,0.1312,0.0583,1.4456487341772153,0.38307617115926257,5.455573642974823,0.7071086262544362,False,False,0.9025081092346696,False
横断,3,0.1895,8,0.1312,0.0583,1.4456487341772153,0.38307617115926257,5.455573642974823,0.7071086262544362,False,False,0.9025081092346696,False
発表,3,0.1895,8,0.1312,0.0583,1.4456487341772153,0.38307617115926257,5.455573642974823,0.7071086262544362,False,False,0.9025081092346696,False
裂ける,3,0.1895,8,0.1312,0.0583,1.4456487341772153,0.38307617115926257,5.455573642974823,0.7071086262544362,False,False,0.9025081092346696,False
路上,3,0.1895,8,0.1312,0.0583,1.4456487341772153,0.38307617115926257,5.455573642974823,0.7071086262544362,False,False,0.9025081092346696,False
近寄る,3,0.1895,8,0.1312,0.0583,1.4456487341772153,0.38307617115926257,5.455573642974823,0.7071086262544362,False,False,0.9025081092346696,False
反動,7,0.4422,35,0.5739,-0.1317,0.7695431472081218,0.341173090949652,1.7357660118112106,0.7017230063311084,False,False,0.9025081092346696,False
校舎,19,1.2003,83,1.3609,-0.1606,0.8805349274335192,0.533235628904286,1.4540321696499472,0.7119215614392672,False,False,0.9081888484688109,False
金属,11,0.6949,37,0.6067,0.0882,1.1464479746922496,0.5834983957577772,2.2525219747503353,0.7200102020083619,False,False,0.9155388121558514,False
かご,3,0.1895,9,0.1476,0.0419,1.2848101265822784,0.3474178812721042,4.7514453065111,0.7209685622040696,False,False,0.9155388121558514,False
チェーン,3,0.1895,9,0.1476,0.0419,1.2848101265822784,0.3474178812721042,4.7514453065111,0.7209685622040696,False,False,0.9155388121558514,False
卒業,3,0.1895,9,0.1476,0.0419,1.2848101265822784,0.3474178812721042,4.7514453065111,0.7209685622040696,False,False,0.9155388121558514,False
取り,3,0.1895,9,0.1476,0.0419,1.2848101265822784,0.3474178812721042,4.7514453065111,0.7209685622040696,False,False,0.9155388121558514,False
教科,3,0.1895,9,0.1476,0.0419,1.2848101265822784,0.3474178812721042,4.7514453065111,0.7209685622040696,False,False,0.9155388121558514,False
母親,3,0.1895,9,0.1476,0.0419,1.2848101265822784,0.3474178812721042,4.7514453065111,0.7209685622040696,False,False,0.9155388121558514,False
落ち,3,0.1895,9,0.1476,0.0419,1.2848101265822784,0.3474178812721042,4.7514453065111,0.7209685622040696,False,False,0.9155388121558514,False
集める,3,0.1895,9,0.1476,0.0419,1.2848101265822784,0.3474178812721042,4.7514453065111,0.7209685622040696,False,False,0.9155388121558514,False
終わる,24,1.5161,86,1.4101,0.106,1.076360815668959,0.6822846065012748,1.6980488706150842,0.7226431687686474,False,False,0.917200944975591,False
きれる,21,1.3266,90,1.4757,-0.1491,0.8976312419974392,0.5564159939066825,1.4480925340636372,0.7238770668026365,False,False,0.9178380604352945,False
鼻,21,1.3266,90,1.4757,-0.1491,0.8976312419974392,0.5564159939066825,1.4480925340636372,0.7238770668026365,False,False,0.9178380604352945,False
掃除,9,0.5685,41,0.6722,-0.1037,0.8448569746180308,0.4097526320534424,1.7419859000872409,0.7288874677280315,False,False,0.923396276025997,False
下りる,9,0.5685,42,0.6886,-0.1201,0.8246051915048103,0.40054818573611717,1.6976077936966476,0.728997060020524,False,False,0.923396276025997,False
教師,12,0.7581,41,0.6722,0.0858,1.1286270978559563,0.5917423144235929,2.152624706677511,0.7330782597123809,False,False,0.9280088053965406,False
ふざける,42,2.6532,175,2.8693,-0.2161,0.9226216742375081,0.6557701254971059,1.2980627214872709,0.7333785694959902,False,False,0.9280088053965406,False
拾う,23,1.4529,98,1.6068,-0.1539,0.9028192046049189,0.5713475313118471,1.4265967235947998,0.7345525988452191,False,False,0.9290256772081742,False
やめる,3,0.1895,10,0.164,0.0256,1.156139240506329,0.3178009861557729,4.205959080263448,0.7382091795470845,False,False,0.9298988560040623,False
スロープ,3,0.1895,10,0.164,0.0256,1.156139240506329,0.3178009861557729,4.205959080263448,0.7382091795470845,False,False,0.9298988560040623,False
フレーム,3,0.1895,10,0.164,0.0256,1.156139240506329,0.3178009861557729,4.205959080263448,0.7382091795470845,False,False,0.9298988560040623,False
平行棒,3,0.1895,10,0.164,0.0256,1.156139240506329,0.3178009861557729,4.205959080263448,0.7382091795470845,False,False,0.9298988560040623,False
拳,3,0.1895,10,0.164,0.0256,1.156139240506329,0.3178009861557729,4.205959080263448,0.7382091795470845,False,False,0.9298988560040623,False
掴む,3,0.1895,10,0.164,0.0256,1.156139240506329,0.3178009861557729,4.205959080263448,0.7382091795470845,False,False,0.9298988560040623,False
昼,3,0.1895,10,0.164,0.0256,1.156139240506329,0.3178009861557729,4.205959080263448,0.7382091795470845,False,False,0.9298988560040623,False
現場,3,0.1895,10,0.164,0.0256,1.156139240506329,0.3178009861557729,4.205959080263448,0.7382091795470845,False,False,0.9298988560040623,False
気付く,24,1.5161,102,1.6724,-0.1563,0.905105082443497,0.5781919028807081,1.4168569400289042,0.739453199690863,False,False,0.9309983056348817,False
椅子,10,0.6317,46,0.7542,-0.1225,0.8365350064954808,0.42122039218924734,1.6613412599881676,0.7405789544138339,False,False,0.9319478262267413,False
くずす,2,0.1263,12,0.1968,-0.0704,0.6416824794433903,0.1434658227114666,2.8700661707612904,0.7481428252312412,False,False,0.9330952397269707,False
ひっかける,2,0.1263,12,0.1968,-0.0704,0.6416824794433903,0.1434658227114666,2.8700661707612904,0.7481428252312412,False,False,0.9330952397269707,False
ひどい,2,0.1263,12,0.1968,-0.0704,0.6416824794433903,0.1434658227114666,2.8700661707612904,0.7481428252312412,False,False,0.9330952397269707,False
リング,2,0.1263,12,0.1968,-0.0704,0.6416824794433903,0.1434658227114666,2.8700661707612904,0.7481428252312412,False,False,0.9330952397269707,False
上体,2,0.1263,12,0.1968,-0.0704,0.6416824794433903,0.1434658227114666,2.8700661707612904,0.7481428252312412,False,False,0.9330952397269707,False
不良,2,0.1263,12,0.1968,-0.0704,0.6416824794433903,0.1434658227114666,2.8700661707612904,0.7481428252312412,False,False,0.9330952397269707,False
合図,2,0.1263,12,0.1968,-0.0704,0.6416824794433903,0.1434658227114666,2.8700661707612904,0.7481428252312412,False,False,0.9330952397269707,False
左右,2,0.1263,12,0.1968,-0.0704,0.6416824794433903,0.1434658227114666,2.8700661707612904,0.7481428252312412,False,False,0.9330952397269707,False
本校,2,0.1263,12,0.1968,-0.0704,0.6416824794433903,0.1434658227114666,2.8700661707612904,0.7481428252312412,False,False,0.9330952397269707,False
横切る,2,0.1263,12,0.1968,-0.0704,0.6416824794433903,0.1434658227114666,2.8700661707612904,0.7481428252312412,False,False,0.9330952397269707,False
歩,2,0.1263,12,0.1968,-0.0704,0.6416824794433903,0.1434658227114666,2.8700661707612904,0.7481428252312412,False,False,0.9330952397269707,False
網,2,0.1263,12,0.1968,-0.0704,0.6416824794433903,0.1434658227114666,2.8700661707612904,0.7481428252312412,False,False,0.9330952397269707,False
軟式,2,0.1263,12,0.1968,-0.0704,0.6416824794433903,0.1434658227114666,2.8700661707612904,0.7481428252312412,False,False,0.9330952397269707,False
送る,2,0.1263,12,0.1968,-0.0704,0.6416824794433903,0.1434658227114666,2.8700661707612904,0.7481428252312412,False,False,0.9330952397269707,False
すり抜ける,2,0.1263,13,0.2131,-0.0868,0.5922249793217536,0.13350407424532273,2.6271140271581577,0.7500478482015841,False,False,0.9330952397269707,False
アルミ,2,0.1263,13,0.2131,-0.0868,0.5922249793217536,0.13350407424532273,2.6271140271581577,0.7500478482015841,False,False,0.9330952397269707,False
マラソン,2,0.1263,13,0.2131,-0.0868,0.5922249793217536,0.13350407424532273,2.6271140271581577,0.7500478482015841,False,False,0.9330952397269707,False
夕食,2,0.1263,13,0.2131,-0.0868,0.5922249793217536,0.13350407424532273,2.6271140271581577,0.7500478482015841,False,False,0.9330952397269707,False
大型,2,0.1263,13,0.2131,-0.0868,0.5922249793217536,0.13350407424532273,2.6271140271581577,0.7500478482015841,False,False,0.9330952397269707,False
尻,2,0.1263,13,0.2131,-0.0868,0.5922249793217536,0.13350407424532273,2.6271140271581577,0.7500478482015841,False,False,0.9330952397269707,False
服,2,0.1263,13,0.2131,-0.0868,0.5922249793217536,0.13350407424532273,2.6271140271581577,0.7500478482015841,False,False,0.9330952397269707,False
氷,2,0.1263,13,0.2131,-0.0868,0.5922249793217536,0.13350407424532273,2.6271140271581577,0.7500478482015841,False,False,0.9330952397269707,False
移る,2,0.1263,13,0.2131,-0.0868,0.5922249793217536,0.13350407424532273,2.6271140271581577,0.7500478482015841,False,False,0.9330952397269707,False
石,11,0.6949,50,0.8198,-0.1249,0.8465521628498728,0.43969378359378875,1.629885595762426,0.750800743558276,False,False,0.9335687976421201,False
とっさ,4,0.2527,12,0.1968,0.0559,1.2849905003166562,0.41386798132650565,3.98967946399651,0.7557630607904875,False,False,0.936489010109952,False
とぶ,4,0.2527,12,0.1968,0.0559,1.2849905003166562,0.41386798132650565,3.98967946399651,0.7557630607904875,False,False,0.936489010109952,False
ゴルフ,4,0.2527,12,0.1968,0.0559,1.2849905003166562,0.41386798132650565,3.98967946399651,0.7557630607904875,False,False,0.936489010109952,False
サーブ,4,0.2527,12,0.1968,0.0559,1.2849905003166562,0.41386798132650565,3.98967946399651,0.7557630607904875,False,False,0.936489010109952,False
入り込む,4,0.2527,12,0.1968,0.0559,1.2849905003166562,0.41386798132650565,3.98967946399651,0.7557630607904875,False,False,0.936489010109952,False
進む,4,0.2527,12,0.1968,0.0559,1.2849905003166562,0.41386798132650565,3.98967946399651,0.7557630607904875,False,False,0.936489010109952,False
重なる,4,0.2527,12,0.1968,0.0559,1.2849905003166562,0.41386798132650565,3.98967946399651,0.7557630607904875,False,False,0.936489010109952,False
直接,15,0.9476,53,0.869,0.0786,1.0912832113977666,0.6135103602085799,1.9411229617601624,0.7635223442613102,False,False,0.9436495689148403,False
うつ伏せる,4,0.2527,13,0.2131,0.0395,1.185950211916013,0.38616334497990085,3.642183867080499,0.7645518038416889,False,False,0.9436495689148403,False
ほうき,4,0.2527,13,0.2131,0.0395,1.185950211916013,0.38616334497990085,3.642183867080499,0.7645518038416889,False,False,0.9436495689148403,False
フロア,4,0.2527,13,0.2131,0.0395,1.185950211916013,0.38616334497990085,3.642183867080499,0.7645518038416889,False,False,0.9436495689148403,False
一環,4,0.2527,13,0.2131,0.0395,1.185950211916013,0.38616334497990085,3.642183867080499,0.7645518038416889,False,False,0.9436495689148403,False
乗り越える,4,0.2527,13,0.2131,0.0395,1.185950211916013,0.38616334497990085,3.642183867080499,0.7645518038416889,False,False,0.9436495689148403,False
変わる,4,0.2527,13,0.2131,0.0395,1.185950211916013,0.38616334497990085,3.642183867080499,0.7645518038416889,False,False,0.9436495689148403,False
外す,4,0.2527,13,0.2131,0.0395,1.185950211916013,0.38616334497990085,3.642183867080499,0.7645518038416889,False,False,0.9436495689148403,False
激しい,15,0.9476,54,0.8854,0.0622,1.0708971088435375,0.6027521264570161,1.9026405173723269,0.766563361626629,False,False,0.9456669507917292,False
離す,13,0.8212,57,0.9346,-0.1134,0.8777070063694268,0.47930845121840654,1.6072522549345716,0.7675462761809867,False,False,0.9464139924591518,False
打撃,16,1.0107,56,0.9182,0.0926,1.1018324368675358,0.6303976276646286,1.9258237430730285,0.7694544158874796,False,False,0.948300577418083,False
うつ,4,0.2527,14,0.2295,0.0231,1.1010585361440333,0.3619238462119607,3.349682295610996,0.7757021880824544,False,False,0.9527233534332986,False
トランポリン,4,0.2527,14,0.2295,0.0231,1.1010585361440333,0.3619238462119607,3.349682295610996,0.7757021880824544,False,False,0.9527233534332986,False
前日,4,0.2527,14,0.2295,0.0231,1.1010585361440333,0.3619238462119607,3.349682295610996,0.7757021880824544,False,False,0.9527233534332986,False
振り払う,4,0.2527,14,0.2295,0.0231,1.1010585361440333,0.3619238462119607,3.349682295610996,0.7757021880824544,False,False,0.9527233534332986,False
攻撃,4,0.2527,14,0.2295,0.0231,1.1010585361440333,0.3619238462119607,3.349682295610996,0.7757021880824544,False,False,0.9527233534332986,False
驚く,4,0.2527,14,0.2295,0.0231,1.1010585361440333,0.3619238462119607,3.349682295610996,0.7757021880824544,False,False,0.9527233534332986,False
学級,14,0.8844,61,1.0002,-0.1158,0.883218924030133,0.49278950780656006,1.5829794575722933,0.7748960918451971,False,False,0.9527233534332986,False
振り向く,17,1.0739,60,0.9838,0.0901,1.092624521072797,0.635846900626235,1.8775405571274741,0.7768435865452339,False,False,0.9536582060966454,False
トラック,3,0.1895,16,0.2623,-0.0728,0.721875,0.21007635785854162,2.480543364979194,0.7803555482200963,False,False,0.9548691077618571,False
土台,3,0.1895,16,0.2623,-0.0728,0.721875,0.21007635785854162,2.480543364979194,0.7803555482200963,False,False,0.9548691077618571,False
木製,3,0.1895,16,0.2623,-0.0728,0.721875,0.21007635785854162,2.480543364979194,0.7803555482200963,False,False,0.9548691077618571,False
