全体順位,品詞,品詞別順位,基本形,出現回数,出現事例数,事例出現率(%),1事例当たり平均出現回数,対象事例数
1471,動詞,273,駆け込む,2,2,0.1263,1.0,1583
1472,名詞,801,鼻血,2,2,0.1263,1.0,1583
1473,名詞,1082,園児,5,1,0.0632,5.0,1583
1474,名詞,1082,丸太,4,1,0.0632,4.0,1583
1475,名詞,1082,綱,4,1,0.0632,4.0,1583
1476,名詞,1082,ゲージ,3,1,0.0632,3.0,1583
1477,名詞,1082,コーン,3,1,0.0632,3.0,1583
1478,名詞,1082,ダンベル,3,1,0.0632,3.0,1583
1479,名詞,1082,帽子,3,1,0.0632,3.0,1583
1480,名詞,1082,杖,3,1,0.0632,3.0,1583
1481,名詞,1082,",",2,1,0.0632,2.0,1583
1482,名詞,1082,000,2,1,0.0632,2.0,1583
1483,名詞,1082,B,2,1,0.0632,2.0,1583
1484,名詞,1082,おんぶ,2,1,0.0632,2.0,1583
1485,動詞,369,とおせる,2,1,0.0632,2.0,1583
1486,動詞,369,どく,2,1,0.0632,2.0,1583
1487,動詞,369,ぼる,2,1,0.0632,2.0,1583
1488,名詞,1082,アパート,2,1,0.0632,2.0,1583
1489,名詞,1082,オムツ,2,1,0.0632,2.0,1583
1490,名詞,1082,ガラス,2,1,0.0632,2.0,1583
1491,名詞,1082,ギャラリー,2,1,0.0632,2.0,1583
1492,名詞,1082,コーチ,2,1,0.0632,2.0,1583
1493,名詞,1082,シャフト,2,1,0.0632,2.0,1583
1494,名詞,1082,シャワー,2,1,0.0632,2.0,1583
1495,名詞,1082,スクーター,2,1,0.0632,2.0,1583
1496,名詞,1082,スチロール,2,1,0.0632,2.0,1583
1497,名詞,1082,スノーボード,2,1,0.0632,2.0,1583
1498,名詞,1082,ソフトテニス,2,1,0.0632,2.0,1583
1499,名詞,1082,ドッヂビー,2,1,0.0632,2.0,1583
1500,名詞,1082,ハーモニカ,2,1,0.0632,2.0,1583
1501,名詞,1082,バギー,2,1,0.0632,2.0,1583
1502,名詞,1082,バーベル,2,1,0.0632,2.0,1583
1503,名詞,1082,フラ,2,1,0.0632,2.0,1583
1504,名詞,1082,フープ,2,1,0.0632,2.0,1583
1505,名詞,1082,ブランコ,2,1,0.0632,2.0,1583
1506,名詞,1082,ボタン,2,1,0.0632,2.0,1583
1507,名詞,1082,マーク,2,1,0.0632,2.0,1583
1508,名詞,1082,モップ,2,1,0.0632,2.0,1583
1509,名詞,1082,ロッカー,2,1,0.0632,2.0,1583
1510,名詞,1082,ローラー,2,1,0.0632,2.0,1583
1511,名詞,1082,下駄,2,1,0.0632,2.0,1583
1512,名詞,1082,主治医,2,1,0.0632,2.0,1583
1513,動詞,369,付き添う,2,1,0.0632,2.0,1583
1514,名詞,1082,円,2,1,0.0632,2.0,1583
1515,名詞,1082,出入り口,2,1,0.0632,2.0,1583
1516,動詞,369,呼び掛ける,2,1,0.0632,2.0,1583
1517,名詞,1082,困難,2,1,0.0632,2.0,1583
1518,名詞,1082,土間,2,1,0.0632,2.0,1583
1519,名詞,1082,太鼓,2,1,0.0632,2.0,1583
1520,名詞,1082,妹,2,1,0.0632,2.0,1583
1521,動詞,369,巻き上げる,2,1,0.0632,2.0,1583
1522,名詞,1082,平均,2,1,0.0632,2.0,1583
1523,名詞,1082,後尾,2,1,0.0632,2.0,1583
1524,動詞,369,担ぐ,2,1,0.0632,2.0,1583
1525,名詞,1082,担当,2,1,0.0632,2.0,1583
1526,動詞,369,掛かる,2,1,0.0632,2.0,1583
1527,名詞,1082,施錠,2,1,0.0632,2.0,1583
1528,名詞,1082,旋盤,2,1,0.0632,2.0,1583
1529,名詞,1082,材,2,1,0.0632,2.0,1583
1530,名詞,1082,機械,2,1,0.0632,2.0,1583
1531,名詞,1082,決勝,2,1,0.0632,2.0,1583
1532,名詞,1082,畳,2,1,0.0632,2.0,1583
1533,名詞,1082,発,2,1,0.0632,2.0,1583
1534,名詞,1082,発砲,2,1,0.0632,2.0,1583
1535,名詞,1082,目隠し,2,1,0.0632,2.0,1583
1536,名詞,1082,箱,2,1,0.0632,2.0,1583
1537,名詞,1082,紙芝居,2,1,0.0632,2.0,1583
1538,動詞,369,繋ぐ,2,1,0.0632,2.0,1583
1539,名詞,1082,考査,2,1,0.0632,2.0,1583
1540,名詞,1082,胴上げ,2,1,0.0632,2.0,1583
1541,名詞,1082,視線,2,1,0.0632,2.0,1583
1542,名詞,1082,計,2,1,0.0632,2.0,1583
1543,名詞,1082,講師,2,1,0.0632,2.0,1583
1544,名詞,1082,起立,2,1,0.0632,2.0,1583
1545,名詞,1082,跳び箱,2,1,0.0632,2.0,1583
1546,名詞,1082,身長,2,1,0.0632,2.0,1583
1547,名詞,1082,遊動円木,2,1,0.0632,2.0,1583
1548,名詞,1082,鞄,2,1,0.0632,2.0,1583
1549,名詞,1082,駆け足,2,1,0.0632,2.0,1583
1550,名詞,1082,0,1,1,0.0632,1.0,1583
1551,名詞,1082,10,1,1,0.0632,1.0,1583
1552,名詞,1082,119,1,1,0.0632,1.0,1583
1553,名詞,1082,12,1,1,0.0632,1.0,1583
1554,名詞,1082,15,1,1,0.0632,1.0,1583
1555,名詞,1082,20,1,1,0.0632,1.0,1583
1556,名詞,1082,38,1,1,0.0632,1.0,1583
1557,名詞,1082,41,1,1,0.0632,1.0,1583
1558,名詞,1082,50,1,1,0.0632,1.0,1583
1559,名詞,1082,70,1,1,0.0632,1.0,1583
1560,名詞,1082,8,1,1,0.0632,1.0,1583
1561,名詞,1082,80,1,1,0.0632,1.0,1583
1562,名詞,1082,T,1,1,0.0632,1.0,1583
1563,名詞,1082,U,1,1,0.0632,1.0,1583
1564,動詞,369,あく,1,1,0.0632,1.0,1583
1565,動詞,369,あげる,1,1,0.0632,1.0,1583
1566,動詞,369,あずかる,1,1,0.0632,1.0,1583
1567,名詞,1082,あと,1,1,0.0632,1.0,1583
1568,動詞,369,あびる,1,1,0.0632,1.0,1583
1569,動詞,369,あり,1,1,0.0632,1.0,1583
1570,名詞,1082,い,1,1,0.0632,1.0,1583
1571,形容詞,24,いい,1,1,0.0632,1.0,1583
1572,動詞,369,いじめる,1,1,0.0632,1.0,1583
1573,形容詞,24,うい,1,1,0.0632,1.0,1583
1574,名詞,1082,うえ,1,1,0.0632,1.0,1583
1575,動詞,369,うく,1,1,0.0632,1.0,1583
1576,動詞,369,うちつける,1,1,0.0632,1.0,1583
1577,動詞,369,うつぶす,1,1,0.0632,1.0,1583
1578,動詞,369,うつむく,1,1,0.0632,1.0,1583
1579,名詞,1082,えり,1,1,0.0632,1.0,1583
1580,動詞,369,おこす,1,1,0.0632,1.0,1583
1581,動詞,369,おこなう,1,1,0.0632,1.0,1583
1582,動詞,369,おさまる,1,1,0.0632,1.0,1583
1583,動詞,369,おどる,1,1,0.0632,1.0,1583
1584,名詞,1082,おもり,1,1,0.0632,1.0,1583
1585,名詞,1082,お腹,1,1,0.0632,1.0,1583
1586,名詞,1082,かかと,1,1,0.0632,1.0,1583
1587,名詞,1082,かくれんぼ,1,1,0.0632,1.0,1583
1588,名詞,1082,かげ,1,1,0.0632,1.0,1583
1589,動詞,369,かざす,1,1,0.0632,1.0,1583
1590,動詞,369,かする,1,1,0.0632,1.0,1583
1591,名詞,1082,かなり,1,1,0.0632,1.0,1583
1592,動詞,369,かばう,1,1,0.0632,1.0,1583
1593,動詞,369,からかう,1,1,0.0632,1.0,1583
1594,名詞,1082,かわり,1,1,0.0632,1.0,1583
1595,名詞,1082,がい,1,1,0.0632,1.0,1583
1596,動詞,369,きく,1,1,0.0632,1.0,1583
1597,名詞,1082,きっかけ,1,1,0.0632,1.0,1583
1598,名詞,1082,きん,1,1,0.0632,1.0,1583
1599,動詞,369,くい込む,1,1,0.0632,1.0,1583
1600,動詞,369,くぐり抜ける,1,1,0.0632,1.0,1583
1601,動詞,369,くすぐる,1,1,0.0632,1.0,1583
1602,動詞,369,くぼむ,1,1,0.0632,1.0,1583
1603,名詞,1082,くらくら,1,1,0.0632,1.0,1583
1604,動詞,369,くらむ,1,1,0.0632,1.0,1583
1605,動詞,369,くるまれる,1,1,0.0632,1.0,1583
1606,動詞,369,くれる,1,1,0.0632,1.0,1583
1607,動詞,369,くわえる,1,1,0.0632,1.0,1583
1608,動詞,369,けがす,1,1,0.0632,1.0,1583
1609,名詞,1082,けた,1,1,0.0632,1.0,1583
1610,名詞,1082,こ,1,1,0.0632,1.0,1583
1611,動詞,369,こおる,1,1,0.0632,1.0,1583
1612,名詞,1082,この間,1,1,0.0632,1.0,1583
1613,名詞,1082,こぼれ,1,1,0.0632,1.0,1583
1614,名詞,1082,こめかみ,1,1,0.0632,1.0,1583
1615,名詞,1082,これ,1,1,0.0632,1.0,1583
1616,動詞,369,ころがす,1,1,0.0632,1.0,1583
1617,動詞,369,さげる,1,1,0.0632,1.0,1583
1618,動詞,369,させる,1,1,0.0632,1.0,1583
1619,名詞,1082,さび,1,1,0.0632,1.0,1583
1620,動詞,369,しかける,1,1,0.0632,1.0,1583
1621,動詞,369,しそこなう,1,1,0.0632,1.0,1583
1622,動詞,369,しゃがみこむ,1,1,0.0632,1.0,1583
1623,名詞,1082,しら,1,1,0.0632,1.0,1583
1624,形容詞,24,しろい,1,1,0.0632,1.0,1583
1625,動詞,369,す,1,1,0.0632,1.0,1583
1626,名詞,1082,すぎ,1,1,0.0632,1.0,1583
1627,名詞,1082,すべて,1,1,0.0632,1.0,1583
1628,動詞,369,すりむく,1,1,0.0632,1.0,1583
1629,動詞,369,ずらす,1,1,0.0632,1.0,1583
1630,動詞,369,ずり落ちる,1,1,0.0632,1.0,1583
1631,動詞,369,せり合う,1,1,0.0632,1.0,1583
1632,名詞,1082,そしゃく,1,1,0.0632,1.0,1583
1633,名詞,1082,それぞれ,1,1,0.0632,1.0,1583
1634,名詞,1082,ぞう,1,1,0.0632,1.0,1583
1635,動詞,369,たつ,1,1,0.0632,1.0,1583
1636,動詞,369,たれる,1,1,0.0632,1.0,1583
1637,動詞,369,だす,1,1,0.0632,1.0,1583
1638,名詞,1082,だめ,1,1,0.0632,1.0,1583
1639,形容詞,24,っぽい,1,1,0.0632,1.0,1583
1640,動詞,369,つかみ合う,1,1,0.0632,1.0,1583
1641,動詞,369,つきぬける,1,1,0.0632,1.0,1583
1642,動詞,369,つっかかる,1,1,0.0632,1.0,1583
1643,動詞,369,つぶれる,1,1,0.0632,1.0,1583
1644,名詞,1082,つま先,1,1,0.0632,1.0,1583
1645,動詞,369,つむ,1,1,0.0632,1.0,1583
1646,名詞,1082,づくり,1,1,0.0632,1.0,1583
1647,名詞,1082,てい,1,1,0.0632,1.0,1583
1648,名詞,1082,てっぺん,1,1,0.0632,1.0,1583
1649,名詞,1082,でこぼこ,1,1,0.0632,1.0,1583
1650,動詞,369,でっぱる,1,1,0.0632,1.0,1583
1651,名詞,1082,とうしろ,1,1,0.0632,1.0,1583
1652,動詞,369,とびでる,1,1,0.0632,1.0,1583
1653,動詞,369,とりあげる,1,1,0.0632,1.0,1583
1654,動詞,369,とれる,1,1,0.0632,1.0,1583
1655,名詞,1082,どおり,1,1,0.0632,1.0,1583
1656,動詞,369,どかす,1,1,0.0632,1.0,1583
1657,名詞,1082,どれ,1,1,0.0632,1.0,1583
1658,動詞,369,なおす,1,1,0.0632,1.0,1583
1659,動詞,369,なぐる,1,1,0.0632,1.0,1583
1660,動詞,369,にる,1,1,0.0632,1.0,1583
1661,動詞,369,ぬかるむ,1,1,0.0632,1.0,1583
1662,動詞,369,のしかかる,1,1,0.0632,1.0,1583
1663,動詞,369,のせる,1,1,0.0632,1.0,1583
1664,名詞,1082,のど,1,1,0.0632,1.0,1583
1665,動詞,369,のめり込む,1,1,0.0632,1.0,1583
1666,動詞,369,のる,1,1,0.0632,1.0,1583
1667,動詞,369,はかる,1,1,0.0632,1.0,1583
1668,動詞,369,はさむ,1,1,0.0632,1.0,1583
1669,名詞,1082,はし,1,1,0.0632,1.0,1583
1670,動詞,369,はじく,1,1,0.0632,1.0,1583
1671,動詞,369,はじめる,1,1,0.0632,1.0,1583
1672,名詞,1082,はず,1,1,0.0632,1.0,1583
1673,動詞,369,はずれる,1,1,0.0632,1.0,1583
1674,動詞,369,はねかえる,1,1,0.0632,1.0,1583
1675,動詞,369,はみ出る,1,1,0.0632,1.0,1583
1676,形容詞,24,はやい,1,1,0.0632,1.0,1583
1677,動詞,369,ばたつかせる,1,1,0.0632,1.0,1583
1678,動詞,369,ひく,1,1,0.0632,1.0,1583
1679,名詞,1082,ひさし,1,1,0.0632,1.0,1583
1680,名詞,1082,ひとり,1,1,0.0632,1.0,1583
1681,名詞,1082,ひな壇,1,1,0.0632,1.0,1583
1682,名詞,1082,びをしていたが,1,1,0.0632,1.0,1583
1683,名詞,1082,びをしていたとき,1,1,0.0632,1.0,1583
1684,動詞,369,ふう,1,1,0.0632,1.0,1583
1685,名詞,1082,ふき,1,1,0.0632,1.0,1583
1686,動詞,369,ふさぐ,1,1,0.0632,1.0,1583
1687,名詞,1082,ふた,1,1,0.0632,1.0,1583
1688,動詞,369,ふりまわす,1,1,0.0632,1.0,1583
1689,形容詞,24,ほしい,1,1,0.0632,1.0,1583
1690,動詞,369,ほどく,1,1,0.0632,1.0,1583
1691,形容詞,24,ぽい,1,1,0.0632,1.0,1583
1692,動詞,369,またぐ,1,1,0.0632,1.0,1583
1693,名詞,1082,まつり,1,1,0.0632,1.0,1583
1694,名詞,1082,まとも,1,1,0.0632,1.0,1583
1695,名詞,1082,まねごと,1,1,0.0632,1.0,1583
1696,名詞,1082,まわり,1,1,0.0632,1.0,1583
1697,名詞,1082,みぞおち,1,1,0.0632,1.0,1583
1698,動詞,369,みつける,1,1,0.0632,1.0,1583
1699,動詞,369,むく,1,1,0.0632,1.0,1583
1700,動詞,369,むける,1,1,0.0632,1.0,1583
1701,名詞,1082,め,1,1,0.0632,1.0,1583
1702,動詞,369,めがける,1,1,0.0632,1.0,1583
1703,名詞,1082,めまい,1,1,0.0632,1.0,1583
1704,動詞,369,めり込む,1,1,0.0632,1.0,1583
1705,名詞,1082,もうろう,1,1,0.0632,1.0,1583
1706,動詞,369,もみ合う,1,1,0.0632,1.0,1583
1707,動詞,369,もよおす,1,1,0.0632,1.0,1583
1708,動詞,369,もらえる,1,1,0.0632,1.0,1583
1709,動詞,369,ゆする,1,1,0.0632,1.0,1583
1710,動詞,369,よじ登る,1,1,0.0632,1.0,1583
1711,名詞,1082,ら,1,1,0.0632,1.0,1583
1712,名詞,1082,ろう,1,1,0.0632,1.0,1583
1713,名詞,1082,わきの下,1,1,0.0632,1.0,1583
1714,名詞,1082,わき腹,1,1,0.0632,1.0,1583
1715,名詞,1082,アイススケート,1,1,0.0632,1.0,1583
1716,名詞,1082,アコーディオン,1,1,0.0632,1.0,1583
1717,名詞,1082,アップ,1,1,0.0632,1.0,1583
1718,名詞,1082,イス,1,1,0.0632,1.0,1583
1719,名詞,1082,インコース,1,1,0.0632,1.0,1583
1720,名詞,1082,インタビュー,1,1,0.0632,1.0,1583
1721,名詞,1082,インターハイ,1,1,0.0632,1.0,1583
1722,名詞,1082,ウェイトトレーニング,1,1,0.0632,1.0,1583
1723,名詞,1082,ウォーター,1,1,0.0632,1.0,1583
1724,名詞,1082,ウレタン,1,1,0.0632,1.0,1583
1725,名詞,1082,エッヂ,1,1,0.0632,1.0,1583
1726,名詞,1082,エバーマット,1,1,0.0632,1.0,1583
1727,名詞,1082,エプロン,1,1,0.0632,1.0,1583
1728,名詞,1082,エラー,1,1,0.0632,1.0,1583
1729,名詞,1082,エレベーター,1,1,0.0632,1.0,1583
1730,名詞,1082,オリエンテーリング,1,1,0.0632,1.0,1583
1731,名詞,1082,オート,1,1,0.0632,1.0,1583
1732,名詞,1082,カーテン,1,1,0.0632,1.0,1583
1733,名詞,1082,ガット,1,1,0.0632,1.0,1583
1734,名詞,1082,キックオフ,1,1,0.0632,1.0,1583
1735,名詞,1082,キャチボール,1,1,0.0632,1.0,1583
1736,名詞,1082,キャップ,1,1,0.0632,1.0,1583
1737,名詞,1082,ギア,1,1,0.0632,1.0,1583
1738,名詞,1082,クラウンド,1,1,0.0632,1.0,1583
1739,名詞,1082,クロス,1,1,0.0632,1.0,1583
1740,名詞,1082,クールダウン,1,1,0.0632,1.0,1583
1741,名詞,1082,グレーチング,1,1,0.0632,1.0,1583
1742,名詞,1082,ケガ,1,1,0.0632,1.0,1583
1743,名詞,1082,ケンカ,1,1,0.0632,1.0,1583
1744,名詞,1082,ケース,1,1,0.0632,1.0,1583
1745,名詞,1082,ゲ,1,1,0.0632,1.0,1583
1746,名詞,1082,ゲレンデ,1,1,0.0632,1.0,1583
1747,名詞,1082,コバチ,1,1,0.0632,1.0,1583
1748,名詞,1082,コンビニ,1,1,0.0632,1.0,1583
1749,名詞,1082,コール,1,1,0.0632,1.0,1583
1750,名詞,1082,ゴミ,1,1,0.0632,1.0,1583
1751,名詞,1082,サイン,1,1,0.0632,1.0,1583
1752,名詞,1082,サウナ,1,1,0.0632,1.0,1583
1753,名詞,1082,サッカーゴールネット,1,1,0.0632,1.0,1583
1754,名詞,1082,サブ,1,1,0.0632,1.0,1583
1755,名詞,1082,シートベルト,1,1,0.0632,1.0,1583
1756,名詞,1082,ジャガイモ,1,1,0.0632,1.0,1583
1757,名詞,1082,スイッチ,1,1,0.0632,1.0,1583
1758,名詞,1082,スカート,1,1,0.0632,1.0,1583
1759,名詞,1082,スキーヤー,1,1,0.0632,1.0,1583
1760,名詞,1082,スクールバス,1,1,0.0632,1.0,1583
1761,名詞,1082,スケートリンク,1,1,0.0632,1.0,1583
1762,名詞,1082,スコア,1,1,0.0632,1.0,1583
1763,名詞,1082,スタンツ,1,1,0.0632,1.0,1583
1764,名詞,1082,スナッグゴルフ,1,1,0.0632,1.0,1583
1765,名詞,1082,スニーカー,1,1,0.0632,1.0,1583
1766,名詞,1082,スノーボーダー,1,1,0.0632,1.0,1583
1767,名詞,1082,スパーリング,1,1,0.0632,1.0,1583
1768,名詞,1082,スピードアップ,1,1,0.0632,1.0,1583
1769,名詞,1082,スポーツ,1,1,0.0632,1.0,1583
1770,名詞,1082,スモールスモールヒル,1,1,0.0632,1.0,1583
1771,名詞,1082,スルー,1,1,0.0632,1.0,1583
1772,名詞,1082,スローイング,1,1,0.0632,1.0,1583
1773,名詞,1082,セメント,1,1,0.0632,1.0,1583
1774,名詞,1082,セービング,1,1,0.0632,1.0,1583
1775,名詞,1082,セーフティー,1,1,0.0632,1.0,1583
1776,名詞,1082,タイル,1,1,0.0632,1.0,1583
1777,名詞,1082,タオル,1,1,0.0632,1.0,1583
1778,名詞,1082,タグ,1,1,0.0632,1.0,1583
1779,名詞,1082,タッチフット,1,1,0.0632,1.0,1583
1780,名詞,1082,ダウン,1,1,0.0632,1.0,1583
1781,名詞,1082,ダメージ,1,1,0.0632,1.0,1583
1782,名詞,1082,チェック,1,1,0.0632,1.0,1583
1783,名詞,1082,チップ,1,1,0.0632,1.0,1583
1784,名詞,1082,チャンス,1,1,0.0632,1.0,1583
1785,名詞,1082,チョーク,1,1,0.0632,1.0,1583
1786,名詞,1082,テープ,1,1,0.0632,1.0,1583
1787,名詞,1082,デイフェンス,1,1,0.0632,1.0,1583
1788,名詞,1082,デットボール,1,1,0.0632,1.0,1583
1789,名詞,1082,トップ,1,1,0.0632,1.0,1583
1790,名詞,1082,トンネル,1,1,0.0632,1.0,1583
1791,名詞,1082,ドッジフリスビー,1,1,0.0632,1.0,1583
1792,名詞,1082,ドリル,1,1,0.0632,1.0,1583
1793,名詞,1082,ニヤッ,1,1,0.0632,1.0,1583
1794,名詞,1082,ネクストバッターズサークル,1,1,0.0632,1.0,1583
1795,名詞,1082,ノブ,1,1,0.0632,1.0,1583
1796,名詞,1082,ノルマ,1,1,0.0632,1.0,1583
1797,名詞,1082,ノー,1,1,0.0632,1.0,1583
1798,名詞,1082,ハイキング,1,1,0.0632,1.0,1583
1799,名詞,1082,ハーフ,1,1,0.0632,1.0,1583
1800,名詞,1082,ハーフパイプコース,1,1,0.0632,1.0,1583
1801,名詞,1082,バイパス,1,1,0.0632,1.0,1583
1802,名詞,1082,バインダー,1,1,0.0632,1.0,1583
1803,名詞,1082,バケツ,1,1,0.0632,1.0,1583
1804,名詞,1082,バチ,1,1,0.0632,1.0,1583
1805,名詞,1082,バルコニー,1,1,0.0632,1.0,1583
1806,名詞,1082,バーベキュー,1,1,0.0632,1.0,1583
1807,名詞,1082,パソコン,1,1,0.0632,1.0,1583
1808,名詞,1082,パドル,1,1,0.0632,1.0,1583
1809,名詞,1082,パネル,1,1,0.0632,1.0,1583
1810,名詞,1082,パンク,1,1,0.0632,1.0,1583
1811,名詞,1082,ヒット,1,1,0.0632,1.0,1583
1812,名詞,1082,ヒューム,1,1,0.0632,1.0,1583
1813,名詞,1082,ビックバレー,1,1,0.0632,1.0,1583
1814,名詞,1082,ビニール,1,1,0.0632,1.0,1583
1815,名詞,1082,ピッチング,1,1,0.0632,1.0,1583
1816,名詞,1082,ピンポン,1,1,0.0632,1.0,1583
1817,名詞,1082,ファウルグラウンド,1,1,0.0632,1.0,1583
1818,名詞,1082,ファールチップボール,1,1,0.0632,1.0,1583
1819,名詞,1082,フォーメーション,1,1,0.0632,1.0,1583
1820,名詞,1082,フットベース,1,1,0.0632,1.0,1583
1821,名詞,1082,フリスビー,1,1,0.0632,1.0,1583
1822,名詞,1082,フルスイング,1,1,0.0632,1.0,1583
1823,名詞,1082,ブリッジ,1,1,0.0632,1.0,1583
1824,名詞,1082,ブルペン,1,1,0.0632,1.0,1583
1825,名詞,1082,ブース,1,1,0.0632,1.0,1583
1826,名詞,1082,ブーツ,1,1,0.0632,1.0,1583
1827,名詞,1082,プレイ,1,1,0.0632,1.0,1583
1828,名詞,1082,プレス,1,1,0.0632,1.0,1583
1829,名詞,1082,プロレス,1,1,0.0632,1.0,1583
1830,名詞,1082,ヘッド,1,1,0.0632,1.0,1583
1831,名詞,1082,ベルト,1,1,0.0632,1.0,1583
1832,名詞,1082,ホック,1,1,0.0632,1.0,1583
1833,名詞,1082,ボックス,1,1,0.0632,1.0,1583
1834,名詞,1082,ボレー,1,1,0.0632,1.0,1583
1835,名詞,1082,ポート,1,1,0.0632,1.0,1583
1836,名詞,1082,マシーン,1,1,0.0632,1.0,1583
1837,名詞,1082,マッチ,1,1,0.0632,1.0,1583
1838,名詞,1082,マンション,1,1,0.0632,1.0,1583
1839,名詞,1082,マンツーマン,1,1,0.0632,1.0,1583
1840,名詞,1082,ミス,1,1,0.0632,1.0,1583
1841,名詞,1082,ミット,1,1,0.0632,1.0,1583
1842,名詞,1082,ム,1,1,0.0632,1.0,1583
1843,名詞,1082,メガネ,1,1,0.0632,1.0,1583
1844,名詞,1082,メン,1,1,0.0632,1.0,1583
1845,名詞,1082,メンバー,1,1,0.0632,1.0,1583
1846,名詞,1082,ヤスリ,1,1,0.0632,1.0,1583
1847,名詞,1082,ユニ,1,1,0.0632,1.0,1583
1848,名詞,1082,ライン,1,1,0.0632,1.0,1583
1849,名詞,1082,ラットプルダウン,1,1,0.0632,1.0,1583
1850,名詞,1082,ラフティング,1,1,0.0632,1.0,1583
1851,名詞,1082,ラリー,1,1,0.0632,1.0,1583
1852,名詞,1082,ランス,1,1,0.0632,1.0,1583
1853,名詞,1082,ランディングバーン,1,1,0.0632,1.0,1583
1854,名詞,1082,リ,1,1,0.0632,1.0,1583
1855,名詞,1082,リンク,1,1,0.0632,1.0,1583
1856,名詞,1082,レイアップシュート,1,1,0.0632,1.0,1583
1857,名詞,1082,レンガ,1,1,0.0632,1.0,1583
1858,名詞,1082,レントゲン,1,1,0.0632,1.0,1583
1859,名詞,1082,レーキ,1,1,0.0632,1.0,1583
1860,名詞,1082,ロイター,1,1,0.0632,1.0,1583
1861,名詞,1082,ロングパス,1,1,0.0632,1.0,1583
1862,名詞,1082,ロータリー,1,1,0.0632,1.0,1583
1863,名詞,1082,ロード,1,1,0.0632,1.0,1583
1864,名詞,1082,ローラースケート,1,1,0.0632,1.0,1583
1865,名詞,1082,ワンバウンドキャッチボール,1,1,0.0632,1.0,1583
1866,名詞,1082,ワンマン,1,1,0.0632,1.0,1583
1867,名詞,1082,・,1,1,0.0632,1.0,1583
1868,名詞,1082,㎏,1,1,0.0632,1.0,1583
1869,名詞,1082,一つ,1,1,0.0632,1.0,1583
1870,名詞,1082,一周,1,1,0.0632,1.0,1583
1871,名詞,1082,一方,1,1,0.0632,1.0,1583
1872,名詞,1082,一時,1,1,0.0632,1.0,1583
1873,名詞,1082,一輪車,1,1,0.0632,1.0,1583
1874,名詞,1082,上中切,1,1,0.0632,1.0,1583
1875,名詞,1082,上側,1,1,0.0632,1.0,1583
1876,名詞,1082,上半身,1,1,0.0632,1.0,1583
1877,名詞,1082,上方,1,1,0.0632,1.0,1583
1878,名詞,1082,上段,1,1,0.0632,1.0,1583
1879,名詞,1082,上肢,1,1,0.0632,1.0,1583
1880,動詞,369,下げる,1,1,0.0632,1.0,1583
1881,名詞,1082,下り,1,1,0.0632,1.0,1583
1882,名詞,1082,下切,1,1,0.0632,1.0,1583
1883,名詞,1082,下半身,1,1,0.0632,1.0,1583
1884,名詞,1082,下敷き,1,1,0.0632,1.0,1583
1885,名詞,1082,下段,1,1,0.0632,1.0,1583
1886,名詞,1082,下水道,1,1,0.0632,1.0,1583
1887,名詞,1082,下級生,1,1,0.0632,1.0,1583
1888,名詞,1082,下肢,1,1,0.0632,1.0,1583
1889,名詞,1082,下腿,1,1,0.0632,1.0,1583
1890,名詞,1082,下部,1,1,0.0632,1.0,1583
1891,名詞,1082,不具合,1,1,0.0632,1.0,1583
1892,名詞,1082,不在,1,1,0.0632,1.0,1583
1893,名詞,1082,不安定,1,1,0.0632,1.0,1583
1894,名詞,1082,不正,1,1,0.0632,1.0,1583
1895,名詞,1082,不自由,1,1,0.0632,1.0,1583
1896,名詞,1082,世界,1,1,0.0632,1.0,1583
1897,名詞,1082,両側,1,1,0.0632,1.0,1583
1898,名詞,1082,並,1,1,0.0632,1.0,1583
1899,名詞,1082,中切,1,1,0.0632,1.0,1583
1900,名詞,1082,中学,1,1,0.0632,1.0,1583
1901,名詞,1082,中学校,1,1,0.0632,1.0,1583
1902,名詞,1082,中学生,1,1,0.0632,1.0,1583
1903,名詞,1082,中心,1,1,0.0632,1.0,1583
1904,名詞,1082,中腹,1,1,0.0632,1.0,1583
1905,名詞,1082,中身,1,1,0.0632,1.0,1583
1906,名詞,1082,主,1,1,0.0632,1.0,1583
1907,名詞,1082,乗,1,1,0.0632,1.0,1583
1908,名詞,1082,乗り,1,1,0.0632,1.0,1583
1909,動詞,369,乗れる,1,1,0.0632,1.0,1583
1910,名詞,1082,乗車,1,1,0.0632,1.0,1583
1911,名詞,1082,乱,1,1,0.0632,1.0,1583
1912,動詞,369,乱れる,1,1,0.0632,1.0,1583
1913,名詞,1082,乱打,1,1,0.0632,1.0,1583
1914,名詞,1082,予定,1,1,0.0632,1.0,1583
1915,名詞,1082,予後,1,1,0.0632,1.0,1583
1916,名詞,1082,予想,1,1,0.0632,1.0,1583
1917,名詞,1082,予鈴,1,1,0.0632,1.0,1583
1918,名詞,1082,事前,1,1,0.0632,1.0,1583
1919,名詞,1082,事情,1,1,0.0632,1.0,1583
1920,名詞,1082,事故,1,1,0.0632,1.0,1583
1921,名詞,1082,二塁手,1,1,0.0632,1.0,1583
1922,名詞,1082,些細,1,1,0.0632,1.0,1583
1923,名詞,1082,交換,1,1,0.0632,1.0,1583
1924,名詞,1082,人数,1,1,0.0632,1.0,1583
1925,名詞,1082,人間,1,1,0.0632,1.0,1583
1926,名詞,1082,今回,1,1,0.0632,1.0,1583
1927,名詞,1082,仕事,1,1,0.0632,1.0,1583
